milestone_id,family,support_type,nature,function,status,milestone_key,canonical_id,domain,name
x13w,x13,modification code / ablation,ABLATION,Convertit un crossing sortant confirmé en slot inactif puis recrée une particule de même masse/type côté liquide; le mécanisme ferme les fuites mais transporte artificiellement le support vers l’intérieur.,Rejeté: contraction artificielle du support de phase,0493x13w,0493x13w,TRANSPORT_SURFACE,Escape → inactive → reseed local
x13w-fix3,x13,runner,FIX,Corrige le biais de vitesse de reseed en utilisant une moyenne locale pré-échappement plutôt que la moyenne survivante après sélection des vitesses sortantes.,Correctif utilisé dans x13zd; mécanisme x13w reste invalidé physiquement,0493x13w-fix3,0493x13w-fix3,TRANSPORT_SURFACE,Reseed sur moyenne pré-échappement
x13x,x13,analyseur,ABLATION,"Reconnecte la fraction de rétention r pour interpoler entre hard retention et crossing naturel, puis mesure conjointement G_TC et fuite/diffusion du support.",Aucun compromis robuste vitesse/confinement; non production,0493x13x,0493x13x,TRANSPORT_SURFACE,Sweep de rétention probabiliste
x13z,x13,benchmark / campagne,BENCHMARK,Teste des représentations de grille alternatives qui peuvent augmenter G_TC mais changent aussi bruit/statistique et physique subgrid; aucun cas ne constitue à lui seul une convergence.,Gains séduisants mais non suffisants pour validation,0493x13z,0493x13z,TRANSPORT_SURFACE,Exploration de changements de grille
x13za,x13,runner,DIAGNOSTIC,Compare n=2/3/4 sur grilles 256 et 320 avec la chaîne qualifiée pour isoler l’effet de représentation avant d’attribuer le gain Taylor–Culick à une fermeture.,Diagnostic de dépendance de grille de la dynamique capillaire,0493x13za,0493x13za,TRANSPORT_SURFACE,Comparaison gouttes oscillantes entre grilles
x13zb,x13,runner,DIAGNOSTIC,Tente une comparaison mécanique Young–Laplace entre représentations de grille et révèle une forte sensibilité du protocole de baseline/pression à forte sigma.,Diagnostic; la régression brute forte-sigma n’est pas une mesure physique robuste de sigma_eff,0493x13zb,0493x13zb,TRANSPORT_SURFACE,Comparaison Young–Laplace entre grilles
x13zb2,x13,runner,DIAGNOSTIC,Sous-étape de protocole qui raccourcit la baseline sigma=0 afin de limiter la dérive géométrique de la goutte libre pendant la comparaison Young–Laplace.,Essai de protocole; ne ferme pas le biais de baseline,0493x13zb2,0493x13zb2,TRANSPORT_SURFACE,Baseline sigma=0 courte pour comparaison de grille
x13zb3,x13,analyseur,DIAGNOSTIC,Analyse la stabilité des baselines et relance uniquement les références nécessaires; met en évidence qu’une longue goutte sigma=0 n’est pas un état mécanique apparié stable.,Diagnostic de baseline; motive l’abandon de la référence libre longue sigma=0,0493x13zb3,0493x13zb3,TRANSPORT_SURFACE,Audit de stabilité et rebaseline Young–Laplace
x13zc,x13,analyseur,DIAGNOSTIC,"Analyse rayon effectif, courbure active, clipping et métriques mécaniques sur les deux grilles pour expliquer les décalages de fréquence et séparer géométrie de tension effective.",Diagnostic de représentation; R_eff plus petit sur grille fine explique une part majeure du shift fréquentiel,0493x13zc,0493x13zc,TRANSPORT_SURFACE,Mécanique statique de goutte versus grille
x13zd,x13,qualification,QUALIFICATION,"Teste la meilleure fermeture expérimentale x13t+x13w-fix3 sur gouttes oscillantes n=2/3/4 et deux grilles; montre contraction du support et dégradation modale, puis motive le retour au tag 7655b81.",Invalide x13t+x13w comme chemin général; point de production ramené à surf-tension-qualified-x13h-20260831,0493x13zd,0493x13zd,TRANSPORT_SURFACE,Validation croisée décisive et rollback
x13ze,x13,runner,DEMONSTRATION,"Wrapper commun autour du cas splash historique, figé sur la chaîne surface libre qualifiée x10o+CIC+Q2+x10p/q+x10u+x10v full-vector swap+x12a.",Démonstration historique stabilisée; pas une nouvelle qualification physique,0493x13ze,0493x13ze,FREE_SURFACE_KINETICS,Démonstrations run_ok impact/puddle stabilisées
x13zf,x13,runner,DEMONSTRATION,"Réutilise la géométrie/forçage dripping retenus avec la chaîne surface libre qualifiée; montre croissance, pincement, chute et impact sans prétendre calibrer un robinet ni un Weber critique.",Démonstration qualitative historique stabilisée; non benchmark quantitatif,0493x13zf,0493x13zf,FREE_SURFACE_KINETICS,Démonstration run_ok dripping qualitative
x13zg,x13,runner,TOOLING,Bibliothèque shell commune qui impose aux démonstrations liquides le point de référence taggé x13h et désactive les fallbacks non qualifiés.,Profil run_ok de référence; chaîne x13h explicitement figée,0493x13zg,0493x13zg,FREE_SURFACE_KINETICS,Profil run_ok surface libre qualifié
x13zj,x13,non déterminé,TOOLING,"Harmonise la collection run_ok autour du fluide de référence et des conventions de visualisation, sans introduire de nouvelle physique solveur.",Harmonisation documentaire/outillage historique attestée par README Git,0493x13zj,0493x13zj,RUN_OK,Harmonisation fluide de référence et LiveVis run_ok
x13zk,x13,non déterminé,TOOLING,Fait évoluer le checker vers la présence et la cohérence des paramètres physiques requis sans figer les anciennes valeurs littérales locales.,Contrôle sémantique run_ok; aucune nouvelle physique,0493x13zk,0493x13zk,RUN_OK,Checker run_ok à sémantique physique
x13zl,x13,non déterminé,TOOLING,"Remplacement canonique de la collection run_ok par un ensemble homogène fondé sur le fluide de référence; jalon d’outillage historique, pas qualification solveur nouvelle.",Collection run_ok homogénéisée,0493x13zl,0493x13zl,RUN_OK,Collection run_ok canonique homogène
x13zn,x13,modification code,FIX,Supprime des doublons de configuration et corrige une collision de portée dynamique Bash dans le runner injection; portée outillage seulement.,Correctif runner-only attesté; aucune modification solveur,0493x13zn,0493x13zn,RUN_OK,Nettoyage runner injection
x14a,x14,runner,QUALIFICATION,"Vérifie cibles thermiques par type, conservation du moment par type sans rotation SRC et rapport de vitesses thermiques attendu sur le chemin CUDA résident.",PASS des smokes thermostat deux types,0493x14a,0493x14a,LIQUID_GAS,Smoke thermostat deux types
x14aa,x14,modification code,CODE,Déplace toute la traction sur la géométrie de faces Q6.,Non retenu: dégrade la géométrie locale de forme,0493x14aa,0493x14aa,LIQUID_GAS,Traction thermodynamique absolue sur faces x6g
x14ab,x14,modification code,CODE,Sépare référence et jauge mais garde traction variable sur normales axiales Q6.,Non retenu,0493x14ab,0493x14ab,LIQUID_GAS,p_ref sur x10n + jauge sur faces x6g
x14ac,x14,modification code,CODE,Garde l'ancien échantillonnage local et corrige uniquement la résultante globale.,"Principe conservé, local supplanté par x14ad",0493x14ac,0493x14ac,LIQUID_GAS,Projection globale minimum-L2
x14ad,x14,modification code,CODE,"Échantillonne la pression de jauge des faces représentées qui terminent chaque segment x10n, applique sur normale locale, puis corrige la résultante résiduelle.",Retenu pour interfaces courbes x14,0493x14ad,0493x14ad,LIQUID_GAS,Traction locale cohérente avec faces x6g
x14ae,x14,diagnostic,DIAGNOSTIC,Compte les kicks x14v qui ne trouvent aucun support liquide après CIC/fallback.,Diagnostic; pertes nulles sur cas discriminant,0493x14ae,0493x14ae,LIQUID_GAS,Diagnostic pertes scatter
x14af,x14,runner + analyseur,DIAGNOSTIC,"Mesure J_Q6 applique, J_thermo et x14v; identifie le mismatch Q6/B1 - traction reconstruite comme source de dérive.",Diagnostic causal,0493x14af,0493x14af,LIQUID_GAS,Diagnostic bilan global
x14ag,x14,runner + analyseur,BENCHMARK,Premier benchmark de traînée ouvert; évolution du gaz jusqu'à inversion du courant.,Abandonné,0493x14ag,0493x14ag,LIQUID_GAS,Traînée avec inlet/outlet
x14ah,x14,runner + analyseur,BENCHMARK,Canal périodique avec goutte entraînée par un profil gazeux; vérifie que la fermeture ne supprime pas la vraie traînée.,Benchmark intégré,0493x14ah,0493x14ah,LIQUID_GAS,Traînée périodique-x
x14ai,x14,runner + analyseur,CODE,Utilise la résultante B1/RT0 réellement appliquée comme cible globale de la projection de traction x14ad.,Concept retenu mais version initiale supplantée,0493x14ai,0493x14ai,LIQUID_GAS,Fermeture de résultante Q6 appliquée
x14ai-fix1,x14,modification code,CODE,Corrige la cible x14ai pour inclure la correction uniforme périodique B1; ferme le moment global au roundoff.,Seulement composante liquide fermée et isolée des frontières Q6 externes,0493x14ai-fix1,0493x14ai-fix1,LIQUID_GAS,Fermeture B1 exacte post-correction périodique
x14aj,x14,runner + analyseur,BENCHMARK,Qualification du mode n=3 de la chaîne x14ai-fix1.,REVIEW: fréquence ~12% lente dans campagne actuelle,0493x14aj,0493x14aj,LIQUID_GAS,Goutte oscillante n=3 avec gaz
x14ak,x14,runner + analyseur,BENCHMARK,"TC avec paramètres liquide x14 (gamma=20, dt=0.002, etc.); comparaison historique confondait changement de fluide et effet gaz.",REVIEW; ne pas utiliser pour isoler effet gaz,0493x14ak,0493x14ak,LIQUID_GAS,Taylor-Culick diphasique - fluide x14
x14al,x14,runner + analyseur,BENCHMARK,"Deux runs avec liquide initial identique: liquide seul vs même liquide + gaz, pour isoler le couplage gaz.",Contrôle liquide reproduit; branche gaz à relire car EOS global kBT avait été mal aligné dans le premier runner,0493x14al,0493x14al,LIQUID_GAS,Taylor-Culick apparié au point x13h
x14am,x14,runner + analyseur,DIAGNOSTIC,Screening multi-rayons avec x9e sans baseline sigma=0 longue.,REVIEW/non décisif à sigma=10000: kappa_active et pression sont déjà connus comme métrologie bruyante/non monotone dans ce régime,0493x14am,0493x14am,LIQUID_GAS,Young-Laplace diphasique multi-rayons
x14an,x14,runner,CAMPAIGN,"Premier runner application-scale du chargement normal gaz→liquide avec bain, jet supérieur et sorties latérales; x14ai est forcé OFF car le liquide touche des frontières externes.",Campagne de construction/qualification; aucun PASS physique autonome inféré du runner,0493x14an,0493x14an,LIQUID_GAS,Jet gazeux plan sur bain liquide
x14ao,x14,runner,CAMPAIGN,Insère une buse de longueur finie via le chemin Darcy/Brinkman chi déjà qualifié tout en conservant la chaîne d’interaction x14.,Étape géométrique de campagne; pas de qualification autonome revendiquée,0493x14ao,0493x14ao,LIQUID_GAS,Buse planaire Darcy/chi paramétrable
x14ap,x14,runner,CAMPAIGN,"Fixe les défauts géométriques et adimensionnels de la buse en vue d’une comparaison externe, sans modifier la chaîne solveur.",Point de similitude de campagne; pas de PASS autonome,0493x14ap,0493x14ap,LIQUID_GAS,Buse Darcy/chi aux défauts de similitude expérimentale
x14aq,x14,runner,CAMPAIGN,Teste une segmentation supérieure avec réservoirs hard-density à vitesse moyenne nulle aux extrémités et sorties passives conservées près de la buse.,Expérience de condition limite; non retenue comme validation autonome,0493x14aq,0493x14aq,LIQUID_GAS,Réservoirs gazeux ambiants latéraux
x14ar,x14,runner,CAMPAIGN,Variante de condition limite où la zone supérieure accessible hors parois de buse est reconstruite comme atmosphère; test causal de la pression gazeuse ambiante.,Expérience de condition limite; pas de PASS physique autonome,0493x14ar,0493x14ar,LIQUID_GAS,Atmosphère hard-density sur le dessus hors buse
x14as,x14,runner,CAMPAIGN,Fige la topologie à sorties larges qui fonctionne; la pression gazeuse n’est pas forcée à sa référence initiale mais mesurée comme condition génératrice de la cavité.,Topologie retenue pour x14at; pression gaz traitée comme covariable mesurée,0493x14as,0493x14as,LIQUID_GAS,"Buse à sorties larges, pression gaz comme covariable"
x14at,x14,runner,QUALIFICATION,Compare la profondeur de cavité d’un jet gazeux incident à Sato et al. en similitude partielle géométrie/Bo_D/Fr_m mesuré.,Validation externe ciblée: H/D=0.8 et Fr_m≈0.49–0.59 à 4.8–9.9% de Sato; H/D=1.7 REVIEW; pas de similitude dynamique complète,0493x14at,0493x14at,LIQUID_GAS,Validation externe Sato Stage-A
x14au,x14,analyseur + calibrateur,CALIBRATOR,Réévalue les viscosités liquide et gaz aux échelles primaire et application pour propager Re/Oh dans l’interprétation de x14at.,Liquide primaire INVALID; gaz REVIEW; cohérence d’échelle 2σ diagnostique seulement,0493x14au,0493x14au,LIQUID_GAS,Qualification viscosité associée au cas Sato
x14av,x14,runner,DEMONSTRATION,"Assemble un jet liquide et deux arrivées gazeuses avec diagnostics de pénétration, largeur et composants détachés. Le runner/analyseur se déclare explicitement démonstration diagnostique, sans critère PASS/FAIL d’atomisation physique.",DEMONSTRATION_DIAGNOSTIC_ONLY; aucune qualification physique d’atomisation,0493x14av,0493x14av,LIQUID_GAS,Démonstration atomiseur air-assisté
x14aw,x14,runner,BENCHMARK,"Introduit un jet liquide rectiligne dans gaz stagnant, rhoL/rhoG=27.84, D/h=96, domaine 18D x 18D, avec la chaîne liquide/gaz x14 existante. Le premier point liquide retenu utilise gamma=8, alpha=90 deg, kBTL=0.03125 et nuL=0.0003303602194; l’entrée est d’abord stationnaire.",Benchmark exploratoire 2-D; géométrie et nombres sans revendication d’équivalence 3-D exacte avec Basilisk.,0493x14aw,0493x14aw,LIQUID_GAS,Analogue 2-D Basilisk atomisation ReL=500 / WeG=200
x14ax,x14,diagnostic,DIAGNOSTIC,"Expose phaseAlphaFiltered0493x6c au filtered recorder sous le nom alpha_x6c avec alias phase_alpha, phase_alpha_x6c et liquid_fraction_x6c, via remapping conservatif par aire vers la grille recorder sans téléchargement hôte du champ solveur complet.",Diagnostic intégré et utilisé dans les campagnes d’interface; ne modifie pas la fermeture physique lorsque le champ n’est pas demandé.,0493x14ax,0493x14ax,LIQUID_GAS,Recorder alpha_x6c du champ liquide physique résident
x14ay,x14,runner,EXPERIMENT,"Runner d’ablation qui augmente gamma en diminuant masse et kBT selon m->m/s et kBT->kBT/s afin de préserver gamma*m, gamma*kBT, kBT/m et lambda/h dans les grandes lignes.",Smoke gamma=12 exploitable mais amélioration interfaciale jugée trop faible face au surcoût; gamma=12/16 non retenu pour le benchmark courant.,0493x14ay,0493x14ay,LIQUID_GAS,Raffinement particulaire gamma 12/16 à similitude thermique
x14az,x14,non déterminé,VISUALIZATION,Complète x14ax en rendant alpha_x6c et ses alias visualisables directement par le renderer LiveVis à partir du champ x6c résident; l’ancien champ alpha reste l’alpha Darcy.,Diagnostic LiveVis opérationnel; smoothPasses neutralisé pour alpha_x6c afin de montrer le champ physique x6c sans lissage LiveVis additionnel.,0493x14az,0493x14az,LIQUID_GAS,Affichage LiveVis direct de alpha_x6c
x14b,x14,runner,QUALIFICATION,Qualification dynamique sur grille non décalée afin de reconstruire exactement les cellules du thermostat final.,PASS active-collision exact-grid,0493x14b,0493x14b,LIQUID_GAS,Qualification thermostat avec collision SRC active
x14ba,x14,modification code,CODE,"Ajoute un multiplicateur d’entrée Fosc=1+A sin(2*pi*(t+offset-start)/T+phase), combiné au ramp existant et propagé aux injections particulaires ainsi qu’aux flux Q6 host/CUDA pour conserver le verrouillage de phase.",Chemin désactivé strictement neutre; checker statique/maths PASS et chemin pulsé exercé ensuite par le smoke x14bc. Qualification longue du breakup non encore revendiquée.,0493x14ba,0493x14ba,OPEN_BOUNDARY_MULTIPHASE,Oscillation globale sinusoïdale de vitesse d’entrée
x14bc,x14,runner,RUNNER,"Runner final courant du benchmark ReL=500/WeG=200 à gamma=8 avec liquide froid calibré kBTL=0.0078125, nuL=0.0002122268985, gaz conservé kBTG=0.00575, nuG=0.0003536191886, pulse x14ba à +/-5% et St=5/3.","Calibration liquide TG128 8 graines PASS, CV=2.2%; smoke pulsé 300 pas PASS intégration/visualisation. Production longue 4758 pas planifiée, non encore qualifiée statistiquement.",0493x14bc,0493x14bc,LIQUID_GAS,Benchmark Basilisk froid pulsé ReL=500
x14c,x14,runner,QUALIFICATION,"Probe production-like avec collision SRC, signe aléatoire et grid shift; contrôle exactement les invariants accessibles et rapporte la température apparente globale.",PASS production-like shifted-grid probe,0493x14c,0493x14c,LIQUID_GAS,Probe thermostat en grille décalée
x14d,x14,modification code,CODE,Conserve SRC commun au mélange; seule la remise à température est faite par type.,Actif dans x14,0493x14d,0493x14d,LIQUID_GAS,Collision commune + thermostats séparés
x14e,x14,runner,QUALIFICATION,Vérifie le thermostat séparé par type après collision SRC commune sur l’état particulaire/cellulaire CUDA résident partagé.,PASS chemin SRC production résident,0493x14e,0493x14e,LIQUID_GAS,Qualification thermostat sur chemin SRC de production
x14f,x14,runner,QUALIFICATION,"Audit exact par cellule du thermostat séparé par type sur le chemin liquide/gaz src-q6-g-f, avec grid shift volontairement désactivé pour la métrologie.",PASS x14f-fix1 exact src-q6-g-f,0493x14f,0493x14f,LIQUID_GAS,Qualification exacte thermostat sur src-q6-g-f
x14g,x14,modification code,FIX,Utilise les identifiants de cellule SRC persistants exacts pour thermostat par espèce.,Correctif d'intégration actif,0493x14g,0493x14g,LIQUID_GAS,Cellules exactes post-stream/grid-shift
x14i,x14,runner,QUALIFICATION,Reconstitue les cellules de collision SRC décalées depuis l’audit résident et ferme la qualification production du bridge x14g.,PASS production shifted-grid resident species thermostat,0493x14i,0493x14i,LIQUID_GAS,Qualification finale thermostat src-q6-g-f avec grid shift
x14j,x14,runner + analyseur,BENCHMARK,Cas d'intégration thermostat liquide/gaz avant fermeture cinétique bilatérale.,Benchmark d'intégration,0493x14j,0493x14j,LIQUID_GAS,Goutte deux températures
x14k,x14,runner,CODE,"Autorise le côté gaz à consommer la même géométrie de relocalisation x10 que le liquide, avec sens de phase inversé.",Opt-in; change le modèle d'interface,0493x14k,0493x14k,LIQUID_GAS,Géométrie cinétique bilatérale
x14l,x14,runner,CODE,Réfléchit la composante normale relative du gaz à l'interface mobile; tangentielle inchangée.,Qualifié pour imperméabilité normale dans cas tests,0493x14l,0493x14l,LIQUID_GAS,Réflexion spéculaire du gaz
x14m,x14,runner,CODE,"Combine liquide x10/x12, gaz x14l et thermostat séparé; x12a reste côté liquide uniquement.",Architecture intégrée,0493x14m,0493x14m,LIQUID_GAS,Assemblage bilatéral + compatibilité x12a
x14n,x14,runner,ABLATION,Coupe la fermeture cinétique gazeuse pour séparer pression et imperméabilité.,Ablation,0493x14n,0493x14n,LIQUID_GAS,Ablation fermeture gaz OFF
x14o,x14,runner,ABLATION,Utilise une pression gazeuse constante choisie pour annuler la contribution de jauge.,Ablation,0493x14o,0493x14o,LIQUID_GAS,Ablation pression gaz constante
x14p,x14,analyseur,DIAGNOSTIC,Teste hors solveur si le déficit de comptage gazeux sur cellules de trace est expliqué par la fraction de volume accessible dérivée des champs alpha existants.,Diagnostic offline; aucune loi CUDA proposée à ce stade,0493x14p,0493x14p,LIQUID_GAS,Audit offline alpha/volume gazeux accessible
x14q,x14,analyseur,DIAGNOSTIC,Compare une petite famille de lois identité/shift/scale/affine/power sur les échantillons x14p pour diagnostiquer le biais de pression interfacial.,Diagnostic offline; explicitement pas une proposition CUDA,0493x14q,0493x14q,LIQUID_GAS,Fit offline de fraction de volume accessible
x14r,x14,analyseur,ANALYZER,Analyse offline montrant que p=N kBT/A_cell sous-estime la pression si seule une fraction de cellule est accessible au gaz.,Diagnostic conduisant à x14s,0493x14r,0493x14r,LIQUID_GAS,Analyse volume accessible
x14s,x14,runner + analyseur,CODE,Corrige la pression gazeuse par la fraction de volume accessible dérivée de alpha Q6.,Actif dans x14 récent,0493x14s,0493x14s,LIQUID_GAS,EOS gaz volume accessible
x14t,x14,runner + analyseur,BENCHMARK,Benchmark plan qui qualifie la transmission moyenne de p_g par x6g/x14s sans terme impulsionnel direct.,Qualification composante thermodynamique,0493x14t,0493x14t,LIQUID_GAS,Piston pression thermodynamique
x14u,x14,runner + analyseur,BENCHMARK,Benchmark de flux de moment dirigé; montre que x14l seul rend imperméable mais ne restitue presque pas le moment perdu au liquide.,Diagnostic conduisant à x14v,0493x14u,0493x14u,LIQUID_GAS,Gaz incident normal
x14v,x14,runner + analyseur,CODE,Transfère J_excess = J_raw - J_thermo au liquide afin d'ajouter le flux cinétique hors équilibre sans doubler la pression x6g.,Actif dans chaîne x14 candidate,0493x14v,0493x14v,LIQUID_GAS,Kick cinétique excédentaire
x14w,x14,runner + analyseur,BENCHMARK,Benchmark de transfert tangentiel; teste continuité de contrainte via collisions SRC communes sans frottement interfacial ad hoc.,PASS-like sur contrainte tangentielle,0493x14w,0493x14w,LIQUID_GAS,Couette biphasique
x14x,x14,runner + analyseur,BENCHMARK,"Runner intégré x6g+x9+x14l+x14v+chaîne liquide; banc pour forme, moment et fréquence.",Qualification intégrée/tooling,0493x14x,0493x14x,LIQUID_GAS,Goutte oscillante diphasique n=2
x14y,x14,modification code / ablation,ABLATION,Transfère J_raw directement et supprime la soustraction thermodynamique.,Rejeté: double comptage pression équilibre,0493x14y,0493x14y,LIQUID_GAS,Ablation sans soustraction p_g
x14z,x14,modification code / ablation,ABLATION,Corrige la résultante du seul p_ref uniforme sur la polyligne x10n.,Rejeté comme cause du défaut n=1,0493x14z,0493x14z,LIQUID_GAS,Fermeture géométrique p_ref
