Variable environnement,Catégorie,Statut 0286,Type attendu,Défaut implicite,Effet / rôle,Remarques,Sources repérées
OUTLET_MODE,Scripts démo 0283/0291 — inlet/outlet,contrôle utilisateur script,string,neumann dans scripts mis à jour,Écrit openBoundaryOutletMode dans params.kv pour les démos inlet/outlet.,"Valeurs utiles: neumann, equilibrium_flux, forced_flux. Paramètre script, pas lu directement par le noyau C++ si absent du .kv.",scripts/run_demo_src_classic_cuda_box_same_face_io_0283.sh; doc/GPU_PATCH_0291_EXPLICIT_OUTLET_REGIMES.md
OUTLET_FORCED_MASS_FLUX,Scripts démo 0283/0291 — inlet/outlet,contrôle utilisateur script,double,0.0,Écrit openBoundaryOutletForcedMassFlux dans params.kv.,Utilisé avec OUTLET_MODE=forced_flux; extraction découplée de l’inlet.,scripts/run_demo_src_classic_cuda_box_same_face_io_0283.sh; doc/GPU_PATCH_0291_EXPLICIT_OUTLET_REGIMES.md
OUTLET_FORCED_MASS_PER_STEP,Scripts démo 0283/0291 — inlet/outlet,contrôle utilisateur script,double,0.0,Écrit openBoundaryOutletForcedMassPerStep dans params.kv.,Prioritaire sur le flux massique par temps si positif; les paramètres particulaires restent prioritaires sur la masse.,scripts/run_demo_src_classic_cuda_box_same_face_io_0283.sh; doc/GPU_PATCH_0291_EXPLICIT_OUTLET_REGIMES.md
OUTLET_FORCED_PARTICLE_FLUX,Scripts démo 0283/0291 — inlet/outlet,contrôle utilisateur script,double,0.0,Écrit openBoundaryOutletForcedParticleFlux dans params.kv.,Utilisé avec OUTLET_MODE=forced_flux; les flux particulaires sont prioritaires sur les flux massiques.,scripts/run_demo_src_classic_cuda_box_same_face_io_0283.sh; doc/GPU_PATCH_0291_EXPLICIT_OUTLET_REGIMES.md
OUTLET_FORCED_PARTICLES_PER_STEP,Scripts démo 0283/0291 — inlet/outlet,contrôle utilisateur script,entier,0,Écrit openBoundaryOutletForcedParticlesPerStep dans params.kv.,Paramètre simple pour régler une extraction forcée indépendante de l’inlet.,scripts/run_demo_src_classic_cuda_box_same_face_io_0283.sh; doc/GPU_PATCH_0291_EXPLICIT_OUTLET_REGIMES.md
OUTLET_FORCED_LAYER_CELLS,Scripts démo 0283/0291 — inlet/outlet,contrôle utilisateur script,entier,3 dans la démo boîte; défaut noyau 1,Écrit openBoundaryOutletForcedLayerCells dans params.kv.,Épaisseur de la couche outlet utilisée pour forced_flux/equilibrium_flux.,scripts/run_demo_src_classic_cuda_box_same_face_io_0283.sh; doc/GPU_PATCH_0291_EXPLICIT_OUTLET_REGIMES.md
THERMOSTAT_ENABLE,Scripts démo 0283/0291b — thermostat,contrôle utilisateur script,booléen/env truthy,1 dans les démos CUDA isothermes; 0 désactive,Écrit thermostatEnable dans params.kv et active/désactive les flags CUDA thermostat cohérents.,0291b: thermostatEnable devient le commutateur physique unique CPU/GPU; utile pour distinguer aspiration isotherme et libre/adiabatique.,scripts/src_gpu_demo_common_0283.sh; scripts/run_demo_src_classic_cuda_box_same_face_io_0283.sh; doc/GPU_PATCH_0291B_THERMOSTAT_ENABLE_GATE.md
MPCD_CUDA_RESAMPLING_SUPPORT_SURVEY_0295,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,booléen/env truthy,false/off sauf scripts 0295+,Active le survey CUDA post-SRC non-mutant du support particulaire.,Écrit cuda_resampling_support_survey_0295.csv; ne modifie pas l’état.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_SUPPORT_SURVEY_0295_EVERY,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,entier,10 ou cadence script,Cadence du survey 0295.,0 ou absent désactive selon script; utilisé après SRC sur grille physique.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_SUPPORT_SURVEY_0295_MODE,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,string,full,"Mode diagnostic: csv_only, sync_only, alloc_only, deposit_only, full.",Utilisé pour bisection VK 0295; pas nécessaire en production.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_MASS_RECONDITION_0296,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,booléen/env truthy,false/off,Active le reconditionnement conservatif des masses sans changement de support.,Post-SRC; conserve masse et impulsion cellulaire.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_MASS_RECONDITION_0296_EVERY,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,entier,10 ou 20,Cadence du reconditionnement de masse 0296.,Utilisé dans les scripts 0296/0303.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_MASS_RECONDITION_0296_STRENGTH,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,double,1.0,Force du rapprochement des masses vers M_c/N_c.,0 passif; 1 homogénéisation complète dans les cellules traitées.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_POPULATION_GUARD_0297,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,booléen/env truthy,false/off,Active le population guard local par split/merge représentatif.,Post-SRC; doit être utilisé avec restauration 0298 en mode actif.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_POPULATION_GUARD_0297_EVERY,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,entier,20 nominal,Cadence du guard 0297.,Validation backward step: 20.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_POPULATION_GUARD_0297_NMIN,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,entier,12 nominal,Borne pauvre de population cellulaire.,Triplet nominal validé: 12:20:32.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_POPULATION_GUARD_0297_NTARGET,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,entier,20 nominal,Population cible.,Doit rester cohérent avec gamma nominal.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_POPULATION_GUARD_0297_NMAX,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,entier,32 nominal,Borne riche de population cellulaire.,Triplet nominal validé: 12:20:32.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_POPULATION_GUARD_0297_SPLIT_FRACTION,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,double,0.5,Fraction de masse prélevée au donneur lors du split représentatif.,Conserve masse et impulsion locale avant restauration énergétique.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_MOMENT_RESTORE_0298,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,booléen/env truthy,true en guard actif,Active la restauration de l’énergie cinétique relative cellulaire.,Contrôle K_rel après split/merge.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_MOMENT_RESTORE_0298_MAX_SCALE,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,double,4.0,Borne du facteur de rescale des vitesses relatives.,Garde-fou contre les corrections thermiques extrêmes.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_MOMENT_RESTORE_0298_ABS_TOL,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,double,1e-14,Tolérance absolue de restauration K_rel.,Diagnostic et évitement des divisions par bruit.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_MOMENT_RESTORE_0298_REL_TOL,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,double,1e-12,Tolérance relative de restauration K_rel.,Diagnostic et évitement des rescale non significatifs.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_POPULATION_GUARD_0299_BOUNDARY_AWARE,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,booléen/env truthy,true/on dans scripts 0300+,Active le filtrage boundary-aware des cellules candidates.,Évite de mélanger support-control interne et réservoir hard inlet/outlet.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_POPULATION_GUARD_0299_OPEN_BOUNDARY_HALO_CELLS,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,entier,1,Épaisseur exclue près des ouvertures.,Nominalement 1 cellule.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_POPULATION_GUARD_0299_BOUNDARY_HALO_CELLS,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,entier,0,Épaisseur exclue près des parois simples.,0 par défaut pour conserver les zones de cisaillement.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_POPULATION_GUARD_0299_SOLID_HALO_CELLS,CUDA resampling post-SRC — survey et guard,ajout 0295-0303,entier,0,Épaisseur exclue près des solides immergés.,0 par défaut; peut être augmenté pour tests prudents.,doc/GPU_RESAMPLING_CUDA_0295..0303; scripts/run_cuda_resampling_*; src/cuda_resampling_*
MPCD_CUDA_RESAMPLING_ADAPTIVE_FLAG_0304,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0304,booléen/env truthy,false/off,Active le diagnostic post-SRC de support faible/vide sur grille physique non shiftée.,Écrit/complète cuda_resampling_adaptive_flag_0304.csv; diagnostic passif.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_RESAMPLING_ADAPTIVE_FLAG_0304_EVERY,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0304,entier,1 à 20 selon script,Cadence du diagnostic flag 0304.,"Plus la cadence est faible, plus la détection low-N/empty est fréquente.",doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_RESAMPLING_ADAPTIVE_FLAG_0304_TRIGGER_NMIN,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0304,entier,6 dans les scripts de diagnostic,Seuil de population cellulaire low-N utilisé par le flag.,Ne déclenche pas de correction avant scheduler adaptatif futur.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_RESAMPLING_ADAPTIVE_FLAG_0304_TRIGGER_EMPTY,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0304,booléen/env truthy,true dans les diagnostics,Active la détection des cellules humides vides.,Utile comme brique commune pour guard adaptatif ou refill futur.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_RESAMPLING_GEOMETRY_DIAG_0305_HIGH_U,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0305,réel,1.0,Seuil de vitesse cellulaire élevée pour la classification géométrique 0305.,Classe les cellules bulk/wall/solid/open/corner adjacent.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_RESAMPLING_OUTLIER_0306_U_THRESHOLD,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0306,réel,1.0,Seuil |U| pour déclarer une cellule outlier dans les diagnostics 0306.,Alimente cuda_resampling_outlier_diagnostics_0306_worst_cells.csv.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_RESAMPLING_SPLIT_SAFETY_0307,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0307; nominal 0308,booléen/env truthy,true dans scripts resampling nominal 0308+,Active la prévention des cascades de split créant des particules de masse dégénérée.,Doit rester activé avec le resampling CUDA nominal.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_RESAMPLING_SPLIT_PREFER_MAX_MASS_DONOR_0307,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0307; nominal 0308,booléen/env truthy,true,Choisit préférentiellement le donneur le plus massif pour un split.,Réduit le risque de resplit de particules déjà allégées.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_RESAMPLING_SPLIT_DONOR_MIN_MASS_0307,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0307; nominal 0308,réel,0.5,Masse minimale du donneur pour autoriser un split.,Empêche les splits issus de particules trop légères.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_RESAMPLING_SPLIT_NEW_PARTICLE_MIN_MASS_0307,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0307; nominal 0308,réel,0.25,Masse minimale de la particule créée par split et du donneur après split.,Valeur validée pour couper les outliers de masse/vitesse.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_RESAMPLING_SOLID_ADJACENT_SPLIT_MODE_0307,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0307,"entier/enum 0 normal, 1 cautious, 2 off",0 nominal,Contrôle le split dans les cellules solid-adjacent.,Le mode normal avec split-safety suffit pour le nominal; cautious/off restent diagnostiques.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_RESAMPLING_SOLID_ADJACENT_DONOR_MIN_MASS_0307,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0307,réel,1.0 en mode cautious,Masse donneur minimale renforcée pour les cellules solid-adjacent.,Utilisé en mode solid_cautious; non nécessaire dans le mode nominal 0308.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_RESAMPLING_TINY_MASS_THRESHOLD_0307,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0307,réel,0.1 ou valeur script,Seuil de diagnostic des particules ou splits de masse très faible.,Produit les compteurs splitFromMassBelow*_0307.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_INACTIVE_TAIL_POOL_0313,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0313,booléen/env truthy,true/on,Active le fast path de collecte de slots inactifs en queue de tableau.,Fallback exact conservé par défaut si la fenêtre ne suffit pas.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_INACTIVE_TAIL_POOL_MIN_SCAN_0313,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0313,entier,8192,Taille minimale de fenêtre scannée dans la queue inactive.,Paramètre de performance; ne change pas la physique.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_INACTIVE_TAIL_POOL_MAX_SCAN_0313,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0313,entier,262144,Taille maximale de fenêtre scannée dans la queue inactive.,Borne le coût du fast path avant fallback.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_INACTIVE_TAIL_POOL_SCAN_MULT_0313,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0313,réel/entier,4,Facteur multiplicatif entre besoin estimé de slots et fenêtre scannée.,Augmenter si le fallback complet se déclenche trop souvent.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
MPCD_CUDA_INACTIVE_TAIL_POOL_NO_FALLBACK_0313,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0313,booléen/env truthy,false/off,Désactive le fallback complet si activé.,À réserver aux audits; le nominal garde le fallback exact.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
INACTIVE_SLOTS,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",script/demo/audit,alias script utilisateur,selon script; éviter les millions,Nombre de slots Inactive préalloués dans les scripts et audits.,N’est pas une clé params.kv directe universelle; transmis par les générateurs d’état/scripts.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
DUMP_ROLE_FILTER,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",script 0314,alias script utilisateur,fluid dans scripts visuels 0309+,Alias script vers dumpRoleFilter.,fluid produit des dumps compacts de visualisation; all reste restart-compatible.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
SUMMARY_ROLE_FILTER,"CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",script 0314,alias script utilisateur,fluid dans scripts visuels 0309+,Alias script vers summaryRoleFilter.,fluid évite de résumer inutilement les slots Inactive.,doc/GPU_RESAMPLING_CUDA_0304..0314; scripts/run_cuda_resampling_*; src/cuda_resampling_*; src/cuda_classic_src_io_resident_0263.cu
