name,entry_type,category,status,expected_type,default,values_constraints,canonical_field_target,aliases,effect_role,remarks,sources,source_inventory
speciesQ6Enable,params_canonical_field,Multi-espèces — projection Q6,ajout 0491; étendu 0493w5–0493w8,booléen,false,true/1/yes/on ou false/0/no/off.,speciesQ6Enable,,Active la distribution ou les solveurs Q6 sensibles aux espèces.,Exige speciesRegistryEnable=true et une projection Q6 active; n’active ni Q6 ni le resampling implicitement.,include/simulation_params.h; src/params_io_base.cpp; include/q6_species_distribution_0491a.h; src/q6_species_distribution_0491a.cpp; src/cuda_q6_resident_0400.cu; README_0493W5_INDEPENDENT_MASKED_Q6_STAGE1.md; README_0493W6_INDEPENDENT_MASKED_POSTAPPLY_DIAGNOSTIC.md; README_0493W7_INDEPENDENT_MASKED_Q6_MULTIBC.md,delta params 0491–0493w8 / branche surf commit caa5b6b
speciesQ6Mode,params_key,Multi-espèces — projection Q6,ajout 0491; étendu 0493w5–0493w8 puis 0493x5a–0493x6g,enum string,common,common; weighted; independent_masked; free_surface_masked.,speciesQ6Mode,,Sélectionne l’opérateur Q6 multi-espèces / surface libre.,"common/weighted conservent une projection barycentrique unique; independent_masked résout un problème masqué distinct par espèce. free_surface_masked (0493x5a+) projette le liquide sur un support de remplissage absolu; le chemin actuellement qualifié requiert q6ForceProjectionMode=prestream_single_fused, une boîte fermée statique et exactement une espèce projetée. x6f/x6g séparent ensuite interface alpha=0.5, carrier et valeur de pression interfaciale.",include/simulation_params.h; src/params_io_base.cpp; include/q6_species_distribution_0491a.h; src/q6_species_distribution_0491a.cpp; src/cuda_q6_resident_0400.cu; README_0493W5_INDEPENDENT_MASKED_Q6_STAGE1.md; README_0493W6_INDEPENDENT_MASKED_POSTAPPLY_DIAGNOSTIC.md; README_0493W7_INDEPENDENT_MASKED_Q6_MULTIBC.md; README_0493X5A_PARTIAL_LIQUID_FREE_SURFACE.md; README_0493X5B_LIQUID_GAS_FREE_SURFACE.md; README_0493X6F_PHASE_INTERFACE_STENCIL.md; README_0493X6G_PHASE_GAS_PRESSURE.md,delta params 0491–0493w8 / branche surf commit caa5b6b | mise à jour 0493x5a–0493x6g
speciesQ6Mode,params_canonical_field,Multi-espèces — projection Q6,ajout 0491; étendu 0493w5–0493w8 puis 0493x5a–0493x6g,enum string,common,common; weighted; independent_masked; free_surface_masked.,speciesQ6Mode,,Sélectionne l’opérateur Q6 multi-espèces / surface libre.,"common/weighted conservent une projection barycentrique unique; independent_masked résout un problème masqué distinct par espèce. free_surface_masked (0493x5a+) projette le liquide sur un support de remplissage absolu; le chemin actuellement qualifié requiert q6ForceProjectionMode=prestream_single_fused, une boîte fermée statique et exactement une espèce projetée. x6f/x6g séparent ensuite interface alpha=0.5, carrier et valeur de pression interfaciale.",include/simulation_params.h; src/params_io_base.cpp; include/q6_species_distribution_0491a.h; src/q6_species_distribution_0491a.cpp; src/cuda_q6_resident_0400.cu; README_0493W5_INDEPENDENT_MASKED_Q6_STAGE1.md; README_0493W6_INDEPENDENT_MASKED_POSTAPPLY_DIAGNOSTIC.md; README_0493W7_INDEPENDENT_MASKED_Q6_MULTIBC.md; README_0493X5A_PARTIAL_LIQUID_FREE_SURFACE.md; README_0493X5B_LIQUID_GAS_FREE_SURFACE.md; README_0493X6F_PHASE_INTERFACE_STENCIL.md; README_0493X6G_PHASE_GAS_PRESSURE.md,delta params 0491–0493w8 / branche surf commit caa5b6b | mise à jour 0493x5a–0493x6g
speciesQ6Sensitivity,params_key,Multi-espèces — projection Q6,ajout 0491; étendu 0493w5–0493w8,double,0.0,"fini dans [0,1].",speciesQ6Sensitivity,,Règle l’intensité de la différenciation des poids du mode weighted.,Sans effet sur independent_masked; eta=0 redonne common.,include/simulation_params.h; src/params_io_base.cpp; include/q6_species_distribution_0491a.h; src/q6_species_distribution_0491a.cpp; src/cuda_q6_resident_0400.cu; README_0493W5_INDEPENDENT_MASKED_Q6_STAGE1.md; README_0493W6_INDEPENDENT_MASKED_POSTAPPLY_DIAGNOSTIC.md; README_0493W7_INDEPENDENT_MASKED_Q6_MULTIBC.md,delta params 0491–0493w8 / branche surf commit caa5b6b
speciesQ6Sensitivity,params_canonical_field,Multi-espèces — projection Q6,ajout 0491; étendu 0493w5–0493w8,double,0.0,"fini dans [0,1].",speciesQ6Sensitivity,,Règle l’intensité de la différenciation des poids du mode weighted.,Sans effet sur independent_masked; eta=0 redonne common.,include/simulation_params.h; src/params_io_base.cpp; include/q6_species_distribution_0491a.h; src/q6_species_distribution_0491a.cpp; src/cuda_q6_resident_0400.cu; README_0493W5_INDEPENDENT_MASKED_Q6_STAGE1.md; README_0493W6_INDEPENDENT_MASKED_POSTAPPLY_DIAGNOSTIC.md; README_0493W7_INDEPENDENT_MASKED_Q6_MULTIBC.md,delta params 0491–0493w8 / branche surf commit caa5b6b
speciesQ6AlphaEpsilon,params_key,Multi-espèces — projection Q6,ajout 0491; étendu 0493w5–0493w8,double,1.0e-14,fini et >0.,speciesQ6AlphaEpsilon,,Seuil de dégénérescence de la moyenne de force Q6 dans le mode weighted.,Utilisé avec speciesQ6FallbackMode; ne définit pas le support independent_masked.,include/simulation_params.h; src/params_io_base.cpp; include/q6_species_distribution_0491a.h; src/q6_species_distribution_0491a.cpp; src/cuda_q6_resident_0400.cu; README_0493W5_INDEPENDENT_MASKED_Q6_STAGE1.md; README_0493W6_INDEPENDENT_MASKED_POSTAPPLY_DIAGNOSTIC.md; README_0493W7_INDEPENDENT_MASKED_Q6_MULTIBC.md,delta params 0491–0493w8 / branche surf commit caa5b6b
speciesQ6AlphaEpsilon,params_canonical_field,Multi-espèces — projection Q6,ajout 0491; étendu 0493w5–0493w8,double,1.0e-14,fini et >0.,speciesQ6AlphaEpsilon,,Seuil de dégénérescence de la moyenne de force Q6 dans le mode weighted.,Utilisé avec speciesQ6FallbackMode; ne définit pas le support independent_masked.,include/simulation_params.h; src/params_io_base.cpp; include/q6_species_distribution_0491a.h; src/q6_species_distribution_0491a.cpp; src/cuda_q6_resident_0400.cu; README_0493W5_INDEPENDENT_MASKED_Q6_STAGE1.md; README_0493W6_INDEPENDENT_MASKED_POSTAPPLY_DIAGNOSTIC.md; README_0493W7_INDEPENDENT_MASKED_Q6_MULTIBC.md,delta params 0491–0493w8 / branche surf commit caa5b6b
speciesQ6FallbackMode,params_key,Multi-espèces — projection Q6,ajout 0491; étendu 0493w5–0493w8,enum string,common,common; fatal.,speciesQ6FallbackMode,,Choisit le repli du mode weighted lorsque la normalisation est dégénérée.,Legacy weighted uniquement; independent_masked n’utilise aucun fallback=common.,include/simulation_params.h; src/params_io_base.cpp; include/q6_species_distribution_0491a.h; src/q6_species_distribution_0491a.cpp; src/cuda_q6_resident_0400.cu; README_0493W5_INDEPENDENT_MASKED_Q6_STAGE1.md; README_0493W6_INDEPENDENT_MASKED_POSTAPPLY_DIAGNOSTIC.md; README_0493W7_INDEPENDENT_MASKED_Q6_MULTIBC.md,delta params 0491–0493w8 / branche surf commit caa5b6b
speciesQ6FallbackMode,params_canonical_field,Multi-espèces — projection Q6,ajout 0491; étendu 0493w5–0493w8,enum string,common,common; fatal.,speciesQ6FallbackMode,,Choisit le repli du mode weighted lorsque la normalisation est dégénérée.,Legacy weighted uniquement; independent_masked n’utilise aucun fallback=common.,include/simulation_params.h; src/params_io_base.cpp; include/q6_species_distribution_0491a.h; src/q6_species_distribution_0491a.cpp; src/cuda_q6_resident_0400.cu; README_0493W5_INDEPENDENT_MASKED_Q6_STAGE1.md; README_0493W6_INDEPENDENT_MASKED_POSTAPPLY_DIAGNOSTIC.md; README_0493W7_INDEPENDENT_MASKED_Q6_MULTIBC.md,delta params 0491–0493w8 / branche surf commit caa5b6b
speciesQ6ComparisonTolerance,params_key,Multi-espèces — projection Q6,ajout 0491; étendu 0493w5–0493w8,double,1.0e-11,fini et >0.,speciesQ6ComparisonTolerance,,Tolérance des comparaisons CPU/CUDA et des contrats de qualification Q6 par espèce.,Ne modifie pas le solveur physique.,include/simulation_params.h; src/params_io_base.cpp; include/q6_species_distribution_0491a.h; src/q6_species_distribution_0491a.cpp; src/cuda_q6_resident_0400.cu; README_0493W5_INDEPENDENT_MASKED_Q6_STAGE1.md; README_0493W6_INDEPENDENT_MASKED_POSTAPPLY_DIAGNOSTIC.md; README_0493W7_INDEPENDENT_MASKED_Q6_MULTIBC.md,delta params 0491–0493w8 / branche surf commit caa5b6b
speciesQ6ComparisonTolerance,params_canonical_field,Multi-espèces — projection Q6,ajout 0491; étendu 0493w5–0493w8,double,1.0e-11,fini et >0.,speciesQ6ComparisonTolerance,,Tolérance des comparaisons CPU/CUDA et des contrats de qualification Q6 par espèce.,Ne modifie pas le solveur physique.,include/simulation_params.h; src/params_io_base.cpp; include/q6_species_distribution_0491a.h; src/q6_species_distribution_0491a.cpp; src/cuda_q6_resident_0400.cu; README_0493W5_INDEPENDENT_MASKED_Q6_STAGE1.md; README_0493W6_INDEPENDENT_MASKED_POSTAPPLY_DIAGNOSTIC.md; README_0493W7_INDEPENDENT_MASKED_Q6_MULTIBC.md,delta params 0491–0493w8 / branche surf commit caa5b6b
speciesQ6MinOccupancyFraction,params_key,Multi-espèces — projection Q6,ajout 0491; étendu 0493w5–w8 puis Q6-g-f jusqu’à 0493x7q,double,0.5,"fini dans [0,1].",speciesQ6MinOccupancyFraction,,Seuil de support des modes Q6 masqués; sens dépend du mode.,independent_masked: seuil relatif d’espèce. free_surface_masked: seuil absolu liquide M_liq/M_ref. Le défaut canonique reste 0.5; le profil Q6-g-f final utilise 0.10. x7m distingue explicitement ce support numérique de l’interface alpha=0.5 et supprime l’interface fictive lorsqu’aucun gaz n’est enregistré.,include/simulation_params.h; src/params_io_base.cpp; include/q6_species_distribution_0491a.h; src/q6_species_distribution_0491a.cpp; src/cuda_q6_resident_0400.cu; README_0493W5_INDEPENDENT_MASKED_Q6_STAGE1.md; README_0493W6_INDEPENDENT_MASKED_POSTAPPLY_DIAGNOSTIC.md; README_0493W7_INDEPENDENT_MASKED_Q6_MULTIBC.md; README_0493X5A_PARTIAL_LIQUID_FREE_SURFACE.md; README_0493X6F_PHASE_INTERFACE_STENCIL.md,mise à jour 0493x5a–0493x7q / Q6-g-f
speciesQ6MinOccupancyFraction,params_canonical_field,Multi-espèces — projection Q6,ajout 0491; étendu 0493w5–w8 puis Q6-g-f jusqu’à 0493x7q,double,0.5,"fini dans [0,1].",speciesQ6MinOccupancyFraction,,Seuil de support des modes Q6 masqués; sens dépend du mode.,independent_masked: seuil relatif d’espèce. free_surface_masked: seuil absolu liquide M_liq/M_ref. Le défaut canonique reste 0.5; le profil Q6-g-f final utilise 0.10. x7m distingue explicitement ce support numérique de l’interface alpha=0.5 et supprime l’interface fictive lorsqu’aucun gaz n’est enregistré.,include/simulation_params.h; src/params_io_base.cpp; include/q6_species_distribution_0491a.h; src/q6_species_distribution_0491a.cpp; src/cuda_q6_resident_0400.cu; README_0493W5_INDEPENDENT_MASKED_Q6_STAGE1.md; README_0493W6_INDEPENDENT_MASKED_POSTAPPLY_DIAGNOSTIC.md; README_0493W7_INDEPENDENT_MASKED_Q6_MULTIBC.md; README_0493X5A_PARTIAL_LIQUID_FREE_SURFACE.md; README_0493X6F_PHASE_INTERFACE_STENCIL.md,mise à jour 0493x5a–0493x7q / Q6-g-f
SPECIES_Q6_ENABLE,param_or_script_alias,Alias runner / Q6 multi-espèces,ajout/normalisé 0493w4–0493w8,booléen,true dans le runner injection; selon scénario TG,,,,Active speciesQ6Enable dans params.kv pour les modes contenant Q6.,N’active pas projectionEnable à lui seul.,scripts/run_ok_injection_type1_into_type2_empty.sh; scripts/run_0493w8_tg_mono_dual_equivalence.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
SPECIES_Q6_MODE,param_or_script_alias,Alias runner / Q6 multi-espèces,ajout/normalisé 0493w4–0493w8,common|weighted|independent_masked,weighted dans le runner partagé historique; independent_masked par override/qualification,,,,Écrit speciesQ6Mode dans params.kv.,Utiliser independent_masked pour liquide incompressible/gaz compressible; weighted reste reproductible.,scripts/run_ok_injection_type1_into_type2_empty.sh; scripts/run_0493w5_independent_masked_periodic_smoke.sh; scripts/run_0493w8_tg_mono_dual_equivalence.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
SPECIES_Q6_SENSITIVITY,param_or_script_alias,Alias runner / Q6 multi-espèces,ajout/normalisé 0493w4–0493w8,"double dans [0,1]",1.0 dans le runner injection,,,,Écrit speciesQ6Sensitivity.,"Pertinent pour weighted, sans effet sur independent_masked.",scripts/run_ok_injection_type1_into_type2_empty.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
SPECIES_Q6_FALLBACK_MODE,param_or_script_alias,Alias runner / Q6 multi-espèces,ajout/normalisé 0493w4–0493w8,common|fatal,common,,,,Écrit speciesQ6FallbackMode.,Legacy weighted uniquement.,scripts/run_ok_injection_type1_into_type2_empty.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
SPECIES_Q6_COMPARISON_TOLERANCE,param_or_script_alias,Alias runner / Q6 multi-espèces,ajout/normalisé 0493w4–0493w8,double >0,1.0e-11,,,,Écrit speciesQ6ComparisonTolerance.,Tolérance de qualification; ne modifie pas la physique.,scripts/run_ok_injection_type1_into_type2_empty.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
SPECIES_Q6_MIN_OCCUPANCY_FRACTION,param_or_script_alias,Alias runner / Q6 multi-espèces,ajout/normalisé 0493w4–0493w8,"double dans [0,1]",0.5 injection/smokes; 0.0 dual_identical,,,,Écrit speciesQ6MinOccupancyFraction.,Le seuil 0.5 est un défaut de test; 0.0 projette chaque type partout où sa masse locale est positive.,scripts/run_ok_injection_type1_into_type2_empty.sh; scripts/run_0493w5_independent_masked_periodic_smoke.sh; scripts/run_0493w8_tg_mono_dual_equivalence.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
INJECT_PHASE,param_or_script_alias,Alias runner / injection multi-espèces,ajout/normalisé 0493w4–0493w8,liquid|gas,liquid pour le wrapper type1_into_type2,,,,Sélectionne la famille physique et les défauts Q6/fermeture de l’espèce injectée.,Indépendant de l’identifiant numérique INJECT_TYPE.,scripts/run_ok_injection_type1_into_type2.sh; scripts/run_ok_injection_type1_into_type2_empty.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
BACKGROUND_PHASE,param_or_script_alias,Alias runner / injection multi-espèces,ajout/normalisé 0493w4–0493w8,liquid|gas,gas,,,,Sélectionne la famille physique de l’espèce de fond.,Indépendant de BACKGROUND_TYPE.,scripts/run_ok_injection_type1_into_type2.sh; scripts/run_ok_injection_type1_into_type2_empty.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
INJECT_Q6_STRENGTH,param_or_script_alias,Alias runner / injection multi-espèces,ajout/normalisé 0493w4–0493w8,double,1.0 pour liquid; 0.0 pour gas,,,,Définit q6StrengthDeclared de l’espèce injectée.,"En independent_masked, zéro garantit aucune correction directe.",scripts/run_ok_injection_type1_into_type2_empty.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
BACKGROUND_Q6_STRENGTH,param_or_script_alias,Alias runner / injection multi-espèces,ajout/normalisé 0493w4–0493w8,double,0.0 pour gas; 1.0 pour liquid,,,,Définit q6StrengthDeclared de l’espèce de fond.,Le cas liquide->gaz qualifié utilise 1/0.,scripts/run_ok_injection_type1_into_type2_empty.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
INJECT_MASS_CLOSURE_STRENGTH,param_or_script_alias,Alias runner / injection multi-espèces,ajout/normalisé 0493w4–0493w8,double,1.0 pour liquid; 0.0 pour gas,,,,Définit massClosureStrengthDeclared de l’espèce injectée.,Concerne le resampling; sans effet si resampling désactivé.,scripts/run_ok_injection_type1_into_type2_empty.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
BACKGROUND_MASS_CLOSURE_STRENGTH,param_or_script_alias,Alias runner / injection multi-espèces,ajout/normalisé 0493w4–0493w8,double,0.0 pour gas; 1.0 pour liquid,,,,Définit massClosureStrengthDeclared de l’espèce de fond.,Concerne le resampling; sans effet si resampling désactivé.,scripts/run_ok_injection_type1_into_type2_empty.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
INJECT_TO_BACKGROUND_MASS_RATIO,param_or_script_alias,Alias runner / injection multi-espèces,ajout/normalisé 0493w4–0493w8,double >0,100 liquid->gas; 0.01 gas->liquid; 10 sinon,,,,Fixe le rapport de masses particulaires injectée/fond et les masses cellulaires de référence dérivées.,Ne pas confondre avec la fraction volumique; le masque Q6 utilise mass/referenceCellMass.,scripts/run_ok_injection_type1_into_type2_empty.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
INITIAL_DOMAIN_MODE,param_or_script_alias,Alias runner / injection multi-espèces,ajout/normalisé 0493w4–0493w8,empty|full,empty dans le runner partagé; full dans le wrapper biphasique,,,,Choisit un domaine initialement vide avec pool ou rempli par l’espèce de fond.,,scripts/run_ok_injection_type1_into_type2.sh; scripts/run_ok_injection_type1_into_type2_empty.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
SCENARIO_EXPECTATION,param_or_script_alias,Alias runner / validation injection,ajout/normalisé 0493w4–0493w8,empty|two_species,cohérent avec INITIAL_DOMAIN_MODE,,,,Sélectionne le contrat du checker d’état et de diagnostic par espèce.,,scripts/run_ok_injection_type1_into_type2.sh; scripts/run_ok_injection_type1_into_type2_empty.sh; scripts/check_injection_species_0492b.py,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
POSTCHECK_SPECIES_ENABLE,param_or_script_alias,Alias runner / validation injection,ajout/normalisé 0493w4–0493w8,booléen,true,,,,Active le checker runtime par espèce après le run.,Exige speciesDiagnosticsEnable=true.,scripts/run_ok_injection_type1_into_type2_empty.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
REQUIRE_MIXED_CELL_AT_END,param_or_script_alias,Alias runner / validation injection,ajout/normalisé 0493w4–0493w8,booléen,false,,,,Exige au moins une cellule contenant les deux types à la fin.,Exige speciesCellDiagnosticsEnable=true.,scripts/run_ok_injection_type1_into_type2_empty.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
LIVE_PROGRESS,param_or_script_alias,Alias runner / ergonomie,ajout/normalisé 0493w4–0493w8,booléen/int,1,,,,Active l’affichage d’avancement des runs lorsque le runner commun le permet.,Modalité de travail recommandée pour les campagnes longues.,scripts/run_ok_injection_type1_into_type2.sh; scripts/run_ok_injection_type1_into_type2_empty.sh; scripts/run_0493w8_tg_mono_dual_equivalence.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
PREFLIGHT_ONLY,param_or_script_alias,Alias runner / validation,ajout/normalisé 0493w4–0493w8,booléen/int,0,,,,Génère et valide les six branches sans exécuter les pas physiques.,,scripts/run_ok_injection_type1_into_type2.sh; scripts/run_0493w8_tg_mono_dual_equivalence.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
CLEAN_RUN_ROOT,param_or_script_alias,Alias runner / gestion des résultats,ajout/normalisé 0493w4–0493w8,booléen/int,1,,,,Supprime le run root avant une nouvelle campagne.,Mettre 0 pour ajouter des graines sans effacer les résultats existants.,scripts/run_0493w5_independent_masked_periodic_smoke.sh; scripts/run_0493w8_tg_mono_dual_equivalence.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
ANALYZE_ONLY,param_or_script_alias,Alias runner / analyse,ajout/normalisé 0493w4–0493w8,booléen/int,0,,,,Réutilise les résultats existants et lance uniquement l’analyseur.,Évite de recalculer les six branches après une correction du checker.,scripts/run_0493w8_tg_mono_dual_equivalence.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
SEEDS,param_or_script_alias,Alias runner / ensemble statistique,ajout/normalisé 0493w4–0493w8,liste d’entiers,493801,,,,Liste des graines TG à exécuter ou analyser.,Qualification finale: 493801 493802 493803.,scripts/run_0493w8_tg_mono_dual_equivalence.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
SCENARIOS,param_or_script_alias,Alias runner / matrice TG,ajout/normalisé 0493w4–0493w8,liste de noms,mono_legacy mono_independent dual_identical,,,,Sélectionne les scénarios de qualification TG.,,scripts/run_0493w8_tg_mono_dual_equivalence.sh,delta runners 0493w4–0493w8 / branche surf commit caa5b6b
PROJECTION_MOMENTUM_CORRECTION_ENABLE,param_or_script_alias,Alias runner / projection Q6,documenté 0493w8,booléen,false dans 0493w8,true/false,projectionMomentumCorrectionEnable,,Écrit projectionMomentumCorrectionEnable dans params.kv.,Désactivé dans les branches Q6 historique et independent_masked afin de comparer le même opérateur sans patch uniforme de moment.,scripts/run_0493w8_tg_mono_dual_equivalence.sh; README_0493W8_TG_MONO_DUAL_IDENTICAL_EQUIVALENCE.md,delta runner 0493w8 / branche surf commit caa5b6b
q6ForceProjectionMode,params_key,Projection Q6 / séquencement du forçage,ajout 0493x3; étendu x4; chemin Q6-g-f qualifié jusqu’à 0493x7q,enum string,legacy,legacy; prestream; prestream_single; prestream_single_fused.,q6ForceProjectionMode,,Choisit l’ordre force/Q6/streaming; prestream_single_fused projette la vitesse tentative incluant la force avant transport avec un seul solveur Q6 et fusion CUDA.,"legacy conserve l’ordre historique. prestream_single_fused est le chemin Q6-g-f qualifié sur TG, Poiseuille, bend/IO et dam-break; il inclut les sources déterministes (body/TG et, x7g, Darcy moyen) dans la vitesse tentative avant projection.",include/simulation_params.h; src/params_io_base.cpp; src/src_mpcd_base.cpp; src/cuda_q6_resident_0400.cu; README_0493X3_Q6_FORCE_PRESTREAM_TEST.md; README_0493X4A_Q6_FORCE_SINGLE_SOLVE.md; README_0493X4B_Q6_FORCE_CUDA_FUSION.md; README_0493X5A_PARTIAL_LIQUID_FREE_SURFACE.md; README_0493X7D_DENSITY_RELAXATION_TIME_GRID_REFINEMENT.md; README_0493X7E_X6G_X7D_COMBINATION.md,mise à jour 0493x3–0493x7q / Q6-g-f
q6ForceProjectionMode,params_canonical_field,Projection Q6 / séquencement du forçage,ajout 0493x3; étendu x4; chemin Q6-g-f qualifié jusqu’à 0493x7q,enum string,legacy,legacy; prestream; prestream_single; prestream_single_fused.,q6ForceProjectionMode,,Choisit l’ordre force/Q6/streaming; prestream_single_fused projette la vitesse tentative incluant la force avant transport avec un seul solveur Q6 et fusion CUDA.,"legacy conserve l’ordre historique. prestream_single_fused est le chemin Q6-g-f qualifié sur TG, Poiseuille, bend/IO et dam-break; il inclut les sources déterministes (body/TG et, x7g, Darcy moyen) dans la vitesse tentative avant projection.",include/simulation_params.h; src/params_io_base.cpp; src/src_mpcd_base.cpp; src/cuda_q6_resident_0400.cu; README_0493X3_Q6_FORCE_PRESTREAM_TEST.md; README_0493X4A_Q6_FORCE_SINGLE_SOLVE.md; README_0493X4B_Q6_FORCE_CUDA_FUSION.md; README_0493X5A_PARTIAL_LIQUID_FREE_SURFACE.md; README_0493X7D_DENSITY_RELAXATION_TIME_GRID_REFINEMENT.md; README_0493X7E_X6G_X7D_COMBINATION.md,mise à jour 0493x3–0493x7q / Q6-g-f
q6DensityRelaxationBeta,params_key,Projection Q6-g-f / restauration de densité,ajout 0493x7c; entrée legacy conservée; production x7q utilise tau_rho,double,0.0,"fini dans [0,1]; si >0, q6DensityRelaxationTime doit être 0",q6DensityRelaxationBeta,densityRelaxationBeta,Coefficient de relaxation de densité par pas; impose div(u_proj)=beta*(rawFill-1)/dt dans le bulk liquide.,Entrée par pas conservée pour ablation/compatibilité. La chaîne signed1/x7q utilise q6DensityRelaxationTime=0.25 et beta=0.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; README_0493X7C_Q6_DENSITY_RELAXATION_RHS.md; scripts/run_0493x5a_partial_liquid_free_surface.sh; scripts/run_0493x5b_liquid_gas_free_surface_dam_break.sh,mise à jour 0493x7c–0493x7q / Q6-g-f
q6DensityRelaxationBeta,params_canonical_field,Projection Q6-g-f / restauration de densité,ajout 0493x7c; entrée legacy conservée; production x7q utilise tau_rho,double,0.0,"fini dans [0,1]; si >0, q6DensityRelaxationTime doit être 0",q6DensityRelaxationBeta,densityRelaxationBeta,Coefficient de relaxation de densité par pas; impose div(u_proj)=beta*(rawFill-1)/dt dans le bulk liquide.,Entrée par pas conservée pour ablation/compatibilité. La chaîne signed1/x7q utilise q6DensityRelaxationTime=0.25 et beta=0.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; README_0493X7C_Q6_DENSITY_RELAXATION_RHS.md; scripts/run_0493x5a_partial_liquid_free_surface.sh; scripts/run_0493x5b_liquid_gas_free_surface_dam_break.sh,mise à jour 0493x7c–0493x7q / Q6-g-f
q6DensityRelaxationTime,params_key,Projection Q6-g-f / restauration de densité,ajout 0493x7d; entrée physique recommandée; qualifiée signed1/x7q,double,0.0,"fini >=0; si >0, q6DensityRelaxationBeta doit être 0 et betaEffectif=dt/tau doit rester dans [0,1]",q6DensityRelaxationTime,densityRelaxationTime; densityRelaxationTau,Constante de temps physique tau_rho de restauration de densité; impose div(u_proj)=(rawFill-1)/tau_rho dans le bulk liquide.,"Valeur de production qualifiée tau_rho=0.25. Avec le gate signé, la cible n’est appliquée qu’aux structures de défaut cohérentes; 0 désactive la restauration. Requiert CUDA Q6 actif; incompatible avec q6DensityRelaxationBeta>0.",include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; scripts/src_mpcd_run_common_0434.sh; scripts/run_0493x7i_q6_g_f_physical_qualification.sh,mise à jour 0493x7c–0493x7q / Q6-g-f
q6DensityRelaxationTime,params_canonical_field,Projection Q6-g-f / restauration de densité,ajout 0493x7d; entrée physique recommandée; qualifiée signed1/x7q,double,0.0,"fini >=0; si >0, q6DensityRelaxationBeta doit être 0 et betaEffectif=dt/tau doit rester dans [0,1]",q6DensityRelaxationTime,densityRelaxationTime; densityRelaxationTau,Constante de temps physique tau_rho de restauration de densité; impose div(u_proj)=(rawFill-1)/tau_rho dans le bulk liquide.,"Valeur de production qualifiée tau_rho=0.25. Avec le gate signé, la cible n’est appliquée qu’aux structures de défaut cohérentes; 0 désactive la restauration. Requiert CUDA Q6 actif; incompatible avec q6DensityRelaxationBeta>0.",include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; scripts/src_mpcd_run_common_0434.sh; scripts/run_0493x7i_q6_g_f_physical_qualification.sh,mise à jour 0493x7c–0493x7q / Q6-g-f
q6DensityRelaxationCompressionGateEnable,params_key,Projection Q6-g-f / restauration de densité signée,ajout 0493x7d-v2; qualifié signed1/x7q,booléen,false,si true: q6DensityRelaxationCompressionThresholdFill>0 et restauration de densité active,q6DensityRelaxationCompressionGateEnable,densityRelaxationCompressionGateEnable,Active l’admission cohérente de la branche positive: cellule et au moins un voisin de face au-dessus du seuil.,Le gate ne soustrait pas le seuil après admission: le défaut complet rawFill-1 alimente la cible. Profil final x7i: true.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; scripts/src_mpcd_run_common_0434.sh,mise à jour 0493x7d-v2–0493x7q / Q6-g-f
q6DensityRelaxationCompressionGateEnable,params_canonical_field,Projection Q6-g-f / restauration de densité signée,ajout 0493x7d-v2; qualifié signed1/x7q,booléen,false,si true: q6DensityRelaxationCompressionThresholdFill>0 et restauration de densité active,q6DensityRelaxationCompressionGateEnable,densityRelaxationCompressionGateEnable,Active l’admission cohérente de la branche positive: cellule et au moins un voisin de face au-dessus du seuil.,Le gate ne soustrait pas le seuil après admission: le défaut complet rawFill-1 alimente la cible. Profil final x7i: true.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; scripts/src_mpcd_run_common_0434.sh,mise à jour 0493x7d-v2–0493x7q / Q6-g-f
